1	1000	100
2	990	100
3	987	100
4	977	100
5	1937	100
6	1922	100
7	1908	100
8	1895	100
9	2835	55
10	2822	55
11	2988	51
12	3185	85
13	4294	90
14	4422	96
15	4941	98
16	5299	105
17	6537	107
18	6887	112
19	7607	112
20	8133	115
21	8993	117
22	9306	119
23	9576	122
24	9704	126
25	9770	130
26	9791	134
27	9804	134
28	9803	135
29	9806	137
30	9826	137
31	9826	138
32	9830	141
33	9836	142
34	9833	144
35	9846	145
36	9843	148
37	9845	150
38	9847	153
39	9841	154
40	9843	154
41	9852	157
42	9854	159
43	9856	162
44	9862	164
45	9868	167
46	9866	168
47	9869	170
48	9885	174
49	9890	176
50	9896	177
51	9891	181
52	9902	183
53	9913	188
54	9902	188
55	9907	190
56	9921	191
57	9930	192
58	9930	197
59	9932	200
60	9935	203
61	9941	205
62	9959	206
63	9966	208
64	9971	209
65	9985	209
66	9995	209
67	10004	211
68	10008	213
69	10011	217
70	10021	220
71	10030	223
72	10032	227
73	10041	228
74	10034	230
75	10036	236
76	10036	244
77	10033	251
78	10035	255
79	10037	258
80	10048	264
81	10049	270
82	10051	274
83	10034	282
84	10041	291
85	10022	293
86	10019	300
87	10026	309
88	10022	313
89	10014	326
90	10009	332
91	10015	340
92	10024	343
93	10021	356
94	10019	367
95	10007	381
96	10004	402
97	10005	420
98	9999	440
99	9975	455
100	9956	477
101	9950	493
102	9933	514
103	9898	531
104	9884	552
105	9855	573
106	9839	594
107	9804	623
108	9776	647
109	9745	670
110	9734	703
111	9697	737
112	9659	765
113	9624	790
114	9584	830
115	9545	853
116	9521	866
117	9466	899
118	9418	923
119	9363	946
120	9305	942
121	9276	961
122	9225	969
123	9139	995
124	9100	1007
125	9075	1020
126	8993	1041
127	8946	1054
128	8887	1097
129	8863	1125
130	8817	1144
131	8755	1165
132	8711	1203
133	8629	1208
134	8575	1232
135	8521	1256
136	8439	1277
137	8364	1298
138	8309	1331
139	8242	1369
140	8144	1393
141	8089	1420
142	8018	1453
143	7952	1476
144	7856	1498
145	7782	1522
146	7689	1531
147	7618	1557
148	7529	1596
149	7440	1635
150	7307	1676
151	7201	1694
152	7115	1768
153	7038	1807
154	6886	1838
155	6782	1879
156	6692	1913
157	6584	1958
158	6459	1988
159	6384	2013
160	6259	2045
161	6181	2077
162	6078	2090
163	6001	2116
164	5898	2119
165	5792	2123
166	5671	2143
167	5551	2153
168	5455	2145
